term,metric,512
all,brier_score,0.52463311
all,cross_entropy,1.193440795
all,ece,0.115689688
all,kl_divergence,1.161444068
all,expected_correctness,0.533048511
black,brier_score,0.318565458
black,cross_entropy,0.659727156
black,ece,0.066594984
black,kl_divergence,0.641964138
black,expected_correctness,0.731819451
gay,brier_score,0.581149518
gay,cross_entropy,1.251700759
gay,ece,0.190815126
gay,kl_divergence,1.219609261
gay,expected_correctness,0.530961096
indian,brier_score,0.648181975
indian,cross_entropy,1.405215025
indian,ece,0.149478587
indian,kl_divergence,1.356608033
indian,expected_correctness,0.417356908
orient,brier_score,0.666045666
orient,cross_entropy,1.517228723
orient,ece,0.154532221
orient,kl_divergence,1.485944629
orient,expected_correctness,0.395614088
queer,brier_score,0.631130099
queer,cross_entropy,1.506657839
queer,ece,0.114804313
queer,kl_divergence,1.437127113
queer,expected_correctness,0.410444915
