term,metric,512
all,brier_score,0.502203643
all,cross_entropy,1.129673839
all,ece,0.127647062
all,kl_divergence,1.097677112
all,expected_correctness,0.577287495
black,brier_score,0.333851963
black,cross_entropy,0.749362469
black,ece,0.122530245
black,kl_divergence,0.731599629
black,expected_correctness,0.768207252
gay,brier_score,0.494885117
gay,cross_entropy,1.091957927
gay,ece,0.152769736
gay,kl_divergence,1.059866428
gay,expected_correctness,0.572732031
indian,brier_score,0.695920646
indian,cross_entropy,1.469650626
indian,ece,0.198330814
indian,kl_divergence,1.421043754
indian,expected_correctness,0.389164388
orient,brier_score,0.646273851
orient,cross_entropy,1.458454132
orient,ece,0.110114488
orient,kl_divergence,1.427170157
orient,expected_correctness,0.388857901
queer,brier_score,0.575313628
queer,cross_entropy,1.436955214
queer,ece,0.223568617
queer,kl_divergence,1.367424369
queer,expected_correctness,0.466737062
