term,metric,512
all,brier_score,0.396490932
all,cross_entropy,1.10161829
all,ece,0.097000999
all,kl_divergence,1.082719803
all,expected_correctness,0.659506023
black,brier_score,0.079298943
black,cross_entropy,0.349993587
black,ece,0.039127136
black,kl_divergence,0.340666205
black,expected_correctness,0.940760732
gay,brier_score,0.367487103
gay,cross_entropy,1.098147631
gay,ece,0.119862562
gay,kl_divergence,1.075888515
gay,expected_correctness,0.721155345
indian,brier_score,0.525952756
indian,cross_entropy,1.043312907
indian,ece,0.102476122
indian,kl_divergence,1.030348182
indian,expected_correctness,0.529158771
orient,brier_score,0.796194553
orient,cross_entropy,1.930352569
orient,ece,0.071344992
orient,kl_divergence,1.88607645
orient,expected_correctness,0.211060196
queer,brier_score,0.524756074
queer,cross_entropy,1.205007672
queer,ece,0.121586051
queer,kl_divergence,1.161199927
queer,expected_correctness,0.454905152
