term,metric,512
all,brier_score,0.143314958
all,cross_entropy,0.265662491
all,ece,0.057711398
all,kl_divergence,0.257106125
all,expected_correctness,0.890559435
black,brier_score,0.03119871
black,cross_entropy,0.062837057
black,ece,0.009645536
black,kl_divergence,0.061289668
black,expected_correctness,0.973264694
gay,brier_score,0.082501233
gay,cross_entropy,0.182492957
gay,ece,0.033309989
gay,kl_divergence,0.176430762
gay,expected_correctness,0.901664734
indian,brier_score,0.109743245
indian,cross_entropy,0.253468663
indian,ece,0.049973984
indian,kl_divergence,0.245313808
indian,expected_correctness,0.918307602
orient,brier_score,0.430463374
orient,cross_entropy,0.658192039
orient,ece,0.128158845
orient,kl_divergence,0.62793678
orient,expected_correctness,0.624569952
queer,brier_score,0.123558745
queer,cross_entropy,0.236418098
queer,ece,0.050903962
queer,kl_divergence,0.225238144
queer,expected_correctness,0.885674179
