term,metric,128
all,brier_score,0.15133971
all,cross_entropy,0.309617758
all,ece,0.05343113
all,kl_divergence,0.300483495
all,expected_correctness,0.880881369
black,brier_score,0.031445082
black,cross_entropy,0.109510541
black,ece,0.016880314
black,kl_divergence,0.107956223
black,expected_correctness,0.978555381
gay,brier_score,0.081762031
gay,cross_entropy,0.191436589
gay,ece,0.02440286
gay,kl_divergence,0.185374364
gay,expected_correctness,0.934327602
indian,brier_score,0.12683703
indian,cross_entropy,0.291738331
indian,ece,0.057078319
indian,kl_divergence,0.283519
indian,expected_correctness,0.907896757
orient,brier_score,0.434622467
orient,cross_entropy,0.649036407
orient,ece,0.053806134
orient,kl_divergence,0.618180037
orient,expected_correctness,0.531598806
queer,brier_score,0.106395617
queer,cross_entropy,0.219751179
queer,ece,0.019687774
queer,kl_divergence,0.199521363
queer,expected_correctness,0.899627626
