term,metric,128
all,brier_score,0.16600506
all,cross_entropy,0.431223869
all,ece,0.052871762
all,kl_divergence,0.42026636
all,expected_correctness,0.868847132
black,brier_score,0.03697608
black,cross_entropy,0.161957875
black,ece,0.019335013
black,kl_divergence,0.160403132
black,expected_correctness,0.980116844
gay,brier_score,0.079676203
gay,cross_entropy,0.202321455
gay,ece,0.024567368
gay,kl_divergence,0.191857889
gay,expected_correctness,0.934449673
indian,brier_score,0.126465991
indian,cross_entropy,0.381703854
indian,ece,0.062176627
indian,kl_divergence,0.370744407
indian,expected_correctness,0.909570038
orient,brier_score,0.55420953
orient,cross_entropy,1.017351747
orient,ece,0.066381957
orient,kl_divergence,0.981904507
orient,expected_correctness,0.428485632
queer,brier_score,0.159403041
queer,cross_entropy,0.400523484
queer,ece,0.06697208
queer,kl_divergence,0.38029328
queer,expected_correctness,0.872212827
