term,metric,128
all,brier_score,0.383412749
all,cross_entropy,1.068230033
all,ece,0.110029983
all,kl_divergence,1.043945074
all,expected_correctness,0.678208113
black,brier_score,0.088100724
black,cross_entropy,0.385519803
black,ece,0.041636721
black,kl_divergence,0.375088722
black,expected_correctness,0.93917048
gay,brier_score,0.378870428
gay,cross_entropy,1.148994327
gay,ece,0.129905793
gay,kl_divergence,1.120111227
gay,expected_correctness,0.716239989
indian,brier_score,0.534441948
indian,cross_entropy,1.132811546
indian,ece,0.14062349
indian,kl_divergence,1.108941436
indian,expected_correctness,0.539340079
orient,brier_score,0.809597433
orient,cross_entropy,2.027531385
orient,ece,0.078066963
orient,kl_divergence,1.973552346
orient,expected_correctness,0.198536649
queer,brier_score,0.466743916
queer,cross_entropy,1.15449369
queer,ece,0.075226552
queer,kl_divergence,1.110685468
queer,expected_correctness,0.534829617
