term,metric,128
all,brier_score,0.533594012
all,cross_entropy,1.226133704
all,ece,0.142782763
all,kl_divergence,1.192289114
all,expected_correctness,0.55407995
black,brier_score,0.343015641
black,cross_entropy,0.75776875
black,ece,0.104641967
black,kl_divergence,0.738569558
black,expected_correctness,0.740576863
gay,brier_score,0.601236761
gay,cross_entropy,1.392965555
gay,ece,0.257929049
gay,kl_divergence,1.360268593
gay,expected_correctness,0.571630836
indian,brier_score,0.656560957
indian,cross_entropy,1.4226197
indian,ece,0.118569301
indian,kl_divergence,1.374012709
indian,expected_correctness,0.355535984
orient,brier_score,0.643064678
orient,cross_entropy,1.462824345
orient,ece,0.207193851
orient,kl_divergence,1.424371123
orient,expected_correctness,0.447173119
queer,brier_score,0.607272625
queer,cross_entropy,1.465653658
queer,ece,0.162219192
queer,kl_divergence,1.394923687
queer,expected_correctness,0.486309916
