term,metric,256
all,brier_score,0.144883826
all,cross_entropy,0.291004986
all,ece,0.050317645
all,kl_divergence,0.281236291
all,expected_correctness,0.884712875
black,brier_score,0.033442456
black,cross_entropy,0.116641454
black,ece,0.018840092
black,kl_divergence,0.113539934
black,expected_correctness,0.980867743
gay,brier_score,0.080602691
gay,cross_entropy,0.203962639
gay,ece,0.032396021
gay,kl_divergence,0.19790037
gay,expected_correctness,0.942943752
indian,brier_score,0.141547203
indian,cross_entropy,0.276389509
indian,ece,0.017018362
indian,kl_divergence,0.268137544
indian,expected_correctness,0.8625108
orient,brier_score,0.406241357
orient,cross_entropy,0.615331948
orient,ece,0.051949419
orient,kl_divergence,0.584678531
orient,expected_correctness,0.574126065
queer,brier_score,0.120427266
queer,cross_entropy,0.237852186
queer,ece,0.039216761
queer,kl_divergence,0.218132868
queer,expected_correctness,0.908342302
