term,metric,256
all,brier_score,0.386141539
all,cross_entropy,1.038261771
all,ece,0.102517956
all,kl_divergence,1.018673897
all,expected_correctness,0.680720329
black,brier_score,0.086419776
black,cross_entropy,0.324861199
black,ece,0.037662617
black,kl_divergence,0.315533817
black,expected_correctness,0.937449098
gay,brier_score,0.388598204
gay,cross_entropy,1.180587173
gay,ece,0.165717865
gay,kl_divergence,1.158327937
gay,expected_correctness,0.730699003
indian,brier_score,0.566270947
indian,cross_entropy,1.13492775
indian,ece,0.155863437
indian,kl_divergence,1.121962905
indian,expected_correctness,0.525270283
orient,brier_score,0.812500417
orient,cross_entropy,1.940719008
orient,ece,0.126432071
orient,kl_divergence,1.896443129
orient,expected_correctness,0.222798243
queer,brier_score,0.487870693
queer,cross_entropy,1.129024625
queer,ece,0.178872668
queer,kl_divergence,1.073135257
queer,expected_correctness,0.586036146
