term,metric,512
all,brier_score,0.023060557
all,cross_entropy,0.074572198
all,ece,0.010602159
all,kl_divergence,0.073248975
all,expected_correctness,0.985685349
black,brier_score,0.006271577
black,cross_entropy,0.015095747
black,ece,0.004682457
black,kl_divergence,0.013635672
black,expected_correctness,0.995942533
gay,brier_score,0.019416081
gay,cross_entropy,0.09938661
gay,ece,0.009676432
gay,kl_divergence,0.099386409
gay,expected_correctness,0.990259647
indian,brier_score,0.009662396
indian,cross_entropy,0.039588537
indian,ece,0.006291445
indian,kl_divergence,0.036901738
indian,expected_correctness,0.99274224
orient,brier_score,0.089326456
orient,cross_entropy,0.248900279
orient,ece,0.036711196
orient,kl_divergence,0.24890013
orient,expected_correctness,0.94537127
queer,brier_score,0.033229906
queer,cross_entropy,0.108490631
queer,ece,0.014758364
queer,kl_divergence,0.10849046
queer,expected_correctness,0.981480598
