term,metric,128
all,brier_score,0.53695637
all,cross_entropy,1.235563517
all,ece,0.171711951
all,kl_divergence,1.201718807
all,expected_correctness,0.568710864
black,brier_score,0.335345685
black,cross_entropy,0.691201746
black,ece,0.077105039
black,kl_divergence,0.672002614
black,expected_correctness,0.724072278
gay,brier_score,0.613483369
gay,cross_entropy,1.364968777
gay,ece,0.189600816
gay,kl_divergence,1.332271814
gay,expected_correctness,0.517759383
indian,brier_score,0.650619864
indian,cross_entropy,1.375661969
indian,ece,0.127267974
indian,kl_divergence,1.327054977
indian,expected_correctness,0.372587264
orient,brier_score,0.636843145
orient,cross_entropy,1.45463419
orient,ece,0.149465681
orient,kl_divergence,1.416180849
orient,expected_correctness,0.414856255
queer,brier_score,0.658898234
queer,cross_entropy,1.542459011
queer,ece,0.137707852
queer,kl_divergence,1.471729398
queer,expected_correctness,0.382939726
