term,metric,128
all,brier_score,0.529102325
all,cross_entropy,1.198568821
all,ece,0.164834668
all,kl_divergence,1.164724231
all,expected_correctness,0.571772516
black,brier_score,0.321669936
black,cross_entropy,0.656920552
black,ece,0.060494822
black,kl_divergence,0.63772136
black,expected_correctness,0.711096287
gay,brier_score,0.522404373
gay,cross_entropy,1.155368567
gay,ece,0.188788487
gay,kl_divergence,1.122671485
gay,expected_correctness,0.575788677
indian,brier_score,0.639851868
indian,cross_entropy,1.385665655
indian,ece,0.093285302
indian,kl_divergence,1.337058663
indian,expected_correctness,0.327361405
orient,brier_score,0.669532239
orient,cross_entropy,1.480655551
orient,ece,0.151623953
orient,kl_divergence,1.442202091
orient,expected_correctness,0.380766422
queer,brier_score,0.615856588
queer,cross_entropy,1.646979094
queer,ece,0.160886543
queer,kl_divergence,1.576249361
queer,expected_correctness,0.459985763
