term,metric,256
all,brier_score,0.152889952
all,cross_entropy,0.31548804
all,ece,0.049356858
all,kl_divergence,0.305719346
all,expected_correctness,0.879947126
black,brier_score,0.029770171
black,cross_entropy,0.126503706
black,ece,0.01355101
black,kl_divergence,0.123402193
black,expected_correctness,0.978268743
gay,brier_score,0.079771265
gay,cross_entropy,0.206126422
gay,ece,0.033331755
gay,kl_divergence,0.200064197
gay,expected_correctness,0.944395542
indian,brier_score,0.136667773
indian,cross_entropy,0.275104672
indian,ece,0.04874082
indian,kl_divergence,0.266852736
indian,expected_correctness,0.887610078
orient,brier_score,0.41141665
orient,cross_entropy,0.628118157
orient,ece,0.093070889
orient,kl_divergence,0.5974648
orient,expected_correctness,0.605151713
queer,brier_score,0.093347207
queer,cross_entropy,0.192419752
queer,ece,0.049948302
queer,kl_divergence,0.172700465
queer,expected_correctness,0.913367093
