term,metric,512
all,brier_score,0.373053074
all,cross_entropy,0.986719012
all,ece,0.100737442
all,kl_divergence,0.967820525
all,expected_correctness,0.686820924
black,brier_score,0.080474049
black,cross_entropy,0.314385056
black,ece,0.023779521
black,kl_divergence,0.305057704
black,expected_correctness,0.93278861
gay,brier_score,0.378570944
gay,cross_entropy,1.169435382
gay,ece,0.154146885
gay,kl_divergence,1.147176027
gay,expected_correctness,0.727019966
indian,brier_score,0.528637528
indian,cross_entropy,1.019504547
indian,ece,0.112814357
indian,kl_divergence,1.006539702
indian,expected_correctness,0.526516974
orient,brier_score,0.800418317
orient,cross_entropy,1.933290124
orient,ece,0.105702404
orient,kl_divergence,1.889013886
orient,expected_correctness,0.217833385
queer,brier_score,0.501523018
queer,cross_entropy,1.164941311
queer,ece,0.182653567
queer,kl_divergence,1.121133327
queer,expected_correctness,0.485351026
