term,metric,256
all,brier_score,0.388825506
all,cross_entropy,1.038463235
all,ece,0.114047382
all,kl_divergence,1.01887536
all,expected_correctness,0.684049904
black,brier_score,0.074561559
black,cross_entropy,0.27543655
black,ece,0.038587014
black,kl_divergence,0.266109198
black,expected_correctness,0.94338268
gay,brier_score,0.362159371
gay,cross_entropy,1.121040583
gay,ece,0.131374117
gay,kl_divergence,1.098781347
gay,expected_correctness,0.725126088
indian,brier_score,0.50673604
indian,cross_entropy,1.059882045
indian,ece,0.120988439
indian,kl_divergence,1.0469172
indian,expected_correctness,0.561624706
orient,brier_score,0.848593771
orient,cross_entropy,1.973900914
orient,ece,0.195141878
orient,kl_divergence,1.929624915
orient,expected_correctness,0.235066891
queer,brier_score,0.51137799
queer,cross_entropy,1.133938074
queer,ece,0.116527023
queer,kl_divergence,1.078048468
queer,expected_correctness,0.493681669
