term,metric,256
all,brier_score,0.504457653
all,cross_entropy,1.136094809
all,ece,0.150277032
all,kl_divergence,1.103940606
all,expected_correctness,0.589216292
black,brier_score,0.33923772
black,cross_entropy,0.691597998
black,ece,0.086005842
black,kl_divergence,0.673795104
black,expected_correctness,0.724718094
gay,brier_score,0.566160262
gay,cross_entropy,1.2760638
gay,ece,0.209860532
gay,kl_divergence,1.24397254
gay,expected_correctness,0.559950054
indian,brier_score,0.66055578
indian,cross_entropy,1.420697212
indian,ece,0.156000934
indian,kl_divergence,1.37170434
indian,expected_correctness,0.393527746
orient,brier_score,0.597491026
orient,cross_entropy,1.381613135
orient,ece,0.132981035
orient,kl_divergence,1.350329161
orient,expected_correctness,0.460312635
queer,brier_score,0.628208935
queer,cross_entropy,1.553523302
queer,ece,0.197272048
queer,kl_divergence,1.481552839
queer,expected_correctness,0.457135707
