term,metric,256
all,brier_score,0.163612276
all,cross_entropy,0.377652794
all,ece,0.058396459
all,kl_divergence,0.366744459
all,expected_correctness,0.867629647
black,brier_score,0.03107737
black,cross_entropy,0.086250477
black,ece,0.016075808
black,kl_divergence,0.083148532
black,expected_correctness,0.979486227
gay,brier_score,0.077884369
gay,cross_entropy,0.226699442
gay,ece,0.030552688
gay,kl_divergence,0.216235876
gay,expected_correctness,0.941651046
indian,brier_score,0.132253066
indian,cross_entropy,0.381516963
indian,ece,0.055681497
indian,kl_divergence,0.370514035
indian,expected_correctness,0.903600037
orient,brier_score,0.523373127
orient,cross_entropy,0.95269233
orient,ece,0.101886607
orient,kl_divergence,0.922038436
orient,expected_correctness,0.491510391
queer,brier_score,0.17307964
queer,cross_entropy,0.465048224
queer,ece,0.064544606
queer,kl_divergence,0.445328534
queer,expected_correctness,0.87359184
