term,metric,512
all,brier_score,0.489903986
all,cross_entropy,1.075371385
all,ece,0.117839687
all,kl_divergence,1.043374658
all,expected_correctness,0.576652884
black,brier_score,0.323252529
black,cross_entropy,0.659029901
black,ece,0.093920572
black,kl_divergence,0.641266882
black,expected_correctness,0.745328069
gay,brier_score,0.486582607
gay,cross_entropy,1.015484214
gay,ece,0.146860927
gay,kl_divergence,0.983392835
gay,expected_correctness,0.589639246
indian,brier_score,0.666327357
indian,cross_entropy,1.444614649
indian,ece,0.126529905
indian,kl_divergence,1.396007776
indian,expected_correctness,0.380088598
orient,brier_score,0.639170766
orient,cross_entropy,1.445864916
orient,ece,0.097794917
orient,kl_divergence,1.414580941
orient,expected_correctness,0.388409138
queer,brier_score,0.60803014
queer,cross_entropy,1.376549959
queer,ece,0.108279185
queer,kl_divergence,1.307018995
queer,expected_correctness,0.426148295
