term,metric,256
all,brier_score,0.019805415
all,cross_entropy,0.062933639
all,ece,0.010361501
all,kl_divergence,0.060337927
all,expected_correctness,0.98750782
black,brier_score,0.006616991
black,cross_entropy,0.03393444
black,ece,0.004410607
black,kl_divergence,0.032474365
black,expected_correctness,0.996006846
gay,brier_score,0.00494978
gay,cross_entropy,0.050653804
gay,ece,0.009859744
gay,kl_divergence,0.043790776
gay,expected_correctness,0.995008647
indian,brier_score,0.009731122
indian,cross_entropy,0.038960569
indian,ece,0.006469429
indian,kl_divergence,0.036252778
indian,expected_correctness,0.992816567
orient,brier_score,0.090223119
orient,cross_entropy,0.21147038
orient,ece,0.03385369
orient,kl_divergence,0.211470202
orient,expected_correctness,0.939961076
queer,brier_score,0.002181034
queer,cross_entropy,0.032161392
queer,ece,0.000796676
queer,kl_divergence,0.022295682
queer,expected_correctness,0.994824231
