term,metric,128
all,brier_score,0.020070523
all,cross_entropy,0.082703464
all,ece,0.011492677
all,kl_divergence,0.080107756
all,expected_correctness,0.988496184
black,brier_score,0.006627934
black,cross_entropy,0.033330169
black,ece,0.004566409
black,kl_divergence,0.031866737
black,expected_correctness,0.996143937
gay,brier_score,0.004902056
gay,cross_entropy,0.0516681
gay,ece,0.009693474
gay,kl_divergence,0.044872362
gay,expected_correctness,0.994987845
indian,brier_score,0.009705187
indian,cross_entropy,0.041045438
indian,ece,0.007169485
indian,kl_divergence,0.038348183
indian,expected_correctness,0.993562579
orient,brier_score,0.093785942
orient,cross_entropy,0.235917509
orient,ece,0.03932524
orient,kl_divergence,0.235917389
orient,expected_correctness,0.944882333
queer,brier_score,0.002259674
queer,cross_entropy,0.033228923
queer,ece,0.000930488
queer,kl_divergence,0.023004469
queer,expected_correctness,0.994531512
