term,metric,128
all,brier_score,0.143886596
all,cross_entropy,0.255450279
all,ece,0.032067827
all,kl_divergence,0.246316046
all,expected_correctness,0.868896961
black,brier_score,0.035752922
black,cross_entropy,0.126751795
black,ece,0.016527945
black,kl_divergence,0.125197485
black,expected_correctness,0.976956129
gay,brier_score,0.081980541
gay,cross_entropy,0.182555661
gay,ece,0.016882193
gay,kl_divergence,0.176493436
gay,expected_correctness,0.922629714
indian,brier_score,0.132469893
indian,cross_entropy,0.304694116
indian,ece,0.062466578
indian,kl_divergence,0.296474844
indian,expected_correctness,0.910037279
orient,brier_score,0.458564013
orient,cross_entropy,0.6747455
orient,ece,0.093032044
orient,kl_divergence,0.64388907
orient,expected_correctness,0.547318041
queer,brier_score,0.119971246
queer,cross_entropy,0.212830901
queer,ece,0.048080609
queer,kl_divergence,0.19260107
queer,expected_correctness,0.896207929
