term,metric,128
all,brier_score,0.145879164
all,cross_entropy,0.287166983
all,ece,0.044025344
all,kl_divergence,0.27803275
all,expected_correctness,0.878338516
black,brier_score,0.031424906
black,cross_entropy,0.090295196
black,ece,0.01686591
black,kl_divergence,0.088740855
black,expected_correctness,0.979600966
gay,brier_score,0.080647387
gay,cross_entropy,0.181561813
gay,ece,0.011150899
gay,kl_divergence,0.175499573
gay,expected_correctness,0.922459424
indian,brier_score,0.122979596
indian,cross_entropy,0.284348875
indian,ece,0.063400513
indian,kl_divergence,0.276129544
indian,expected_correctness,0.914092541
orient,brier_score,0.442779452
orient,cross_entropy,0.65719676
orient,ece,0.061315461
orient,kl_divergence,0.62634033
orient,expected_correctness,0.53010428
queer,brier_score,0.107526362
queer,cross_entropy,0.251472324
queer,ece,0.051375971
queer,kl_divergence,0.231242493
queer,expected_correctness,0.909861267
