term,metric,256
all,brier_score,0.507471919
all,cross_entropy,1.139302015
all,ece,0.10922668
all,kl_divergence,1.107147932
all,expected_correctness,0.557293475
black,brier_score,0.33183223
black,cross_entropy,0.672592103
black,ece,0.083413771
black,kl_divergence,0.65478915
black,expected_correctness,0.721219599
gay,brier_score,0.533219576
gay,cross_entropy,1.251403809
gay,ece,0.196170385
gay,kl_divergence,1.219312429
gay,expected_correctness,0.58954221
indian,brier_score,0.659383953
indian,cross_entropy,1.418208718
indian,ece,0.150879251
indian,kl_divergence,1.369216204
indian,expected_correctness,0.368855238
orient,brier_score,0.593236864
orient,cross_entropy,1.385531545
orient,ece,0.164127698
orient,kl_divergence,1.354247689
orient,expected_correctness,0.498352259
queer,brier_score,0.614985406
queer,cross_entropy,1.443039298
queer,ece,0.085403862
queer,kl_divergence,1.371068716
queer,expected_correctness,0.392869174
