term,metric,512
all,brier_score,0.397227317
all,cross_entropy,1.047071218
all,ece,0.110108092
all,kl_divergence,1.028172612
all,expected_correctness,0.675174057
black,brier_score,0.079430923
black,cross_entropy,0.336740166
black,ece,0.042365043
black,kl_divergence,0.327412844
black,expected_correctness,0.944562674
gay,brier_score,0.36173889
gay,cross_entropy,1.087286949
gay,ece,0.11818654
gay,kl_divergence,1.065027833
gay,expected_correctness,0.731132984
indian,brier_score,0.555362105
indian,cross_entropy,1.066026688
indian,ece,0.104347107
indian,kl_divergence,1.053061843
indian,expected_correctness,0.49331066
orient,brier_score,0.821677089
orient,cross_entropy,2.075106621
orient,ece,0.088402177
orient,kl_divergence,2.030830622
orient,expected_correctness,0.184229493
queer,brier_score,0.473062664
queer,cross_entropy,1.205450773
queer,ece,0.105734777
queer,kl_divergence,1.161642671
queer,expected_correctness,0.548046172
