term,metric,256
all,brier_score,0.504712045
all,cross_entropy,1.145172834
all,ece,0.136685551
all,kl_divergence,1.113018632
all,expected_correctness,0.583914757
black,brier_score,0.317959815
black,cross_entropy,0.658701301
black,ece,0.081830255
black,kl_divergence,0.640898347
black,expected_correctness,0.737698913
gay,brier_score,0.556313574
gay,cross_entropy,1.220639586
gay,ece,0.230085762
gay,kl_divergence,1.188548207
gay,expected_correctness,0.551035941
indian,brier_score,0.655524254
indian,cross_entropy,1.428451538
indian,ece,0.133270102
indian,kl_divergence,1.379458666
indian,expected_correctness,0.37057668
orient,brier_score,0.631269813
orient,cross_entropy,1.452092886
orient,ece,0.148558053
orient,kl_divergence,1.420808911
orient,expected_correctness,0.427045703
queer,brier_score,0.611015439
queer,cross_entropy,1.42467308
queer,ece,0.161882053
queer,kl_divergence,1.352702618
queer,expected_correctness,0.423799902
