term,metric,512
all,brier_score,0.388011187
all,cross_entropy,1.019673824
all,ece,0.102433983
all,kl_divergence,1.000775099
all,expected_correctness,0.672002912
black,brier_score,0.097628333
black,cross_entropy,0.412899762
black,ece,0.049493408
black,kl_divergence,0.40357247
black,expected_correctness,0.940042794
gay,brier_score,0.397016883
gay,cross_entropy,1.110700965
gay,ece,0.139006438
gay,kl_divergence,1.08844161
gay,expected_correctness,0.663454175
indian,brier_score,0.507620335
indian,cross_entropy,1.045611739
indian,ece,0.036945223
indian,kl_divergence,1.032646894
indian,expected_correctness,0.494368881
orient,brier_score,0.808885455
orient,cross_entropy,1.952263355
orient,ece,0.115149511
orient,kl_divergence,1.907987118
orient,expected_correctness,0.203335464
queer,brier_score,0.495955408
queer,cross_entropy,1.228774905
queer,ece,0.189597006
queer,kl_divergence,1.184966803
queer,expected_correctness,0.577301383
