term,metric,256
all,brier_score,0.133144587
all,cross_entropy,0.264581352
all,ece,0.047602261
all,kl_divergence,0.254812688
all,expected_correctness,0.890323639
black,brier_score,0.026279338
black,cross_entropy,0.060246147
black,ece,0.008555655
black,kl_divergence,0.057144634
black,expected_correctness,0.976237655
gay,brier_score,0.080609836
gay,cross_entropy,0.223746449
gay,ece,0.030947748
gay,kl_divergence,0.217684239
gay,expected_correctness,0.941643357
indian,brier_score,0.118543848
indian,cross_entropy,0.274136007
indian,ece,0.043481893
indian,kl_divergence,0.265884101
indian,expected_correctness,0.905879736
orient,brier_score,0.4295834
orient,cross_entropy,0.643852234
orient,ece,0.092128173
orient,kl_divergence,0.613198817
orient,expected_correctness,0.579444885
queer,brier_score,0.092824504
queer,cross_entropy,0.190127566
queer,ece,0.04940529
queer,kl_divergence,0.170408309
queer,expected_correctness,0.914169192
