term,metric,256
all,brier_score,0.528293252
all,cross_entropy,1.184669256
all,ece,0.131473309
all,kl_divergence,1.152515054
all,expected_correctness,0.552233934
black,brier_score,0.320142239
black,cross_entropy,0.652537465
black,ece,0.065203843
black,kl_divergence,0.634734392
black,expected_correctness,0.728172362
gay,brier_score,0.561095655
gay,cross_entropy,1.233166218
gay,ece,0.191620573
gay,kl_divergence,1.201074839
gay,expected_correctness,0.512735307
indian,brier_score,0.658522427
indian,cross_entropy,1.433889508
indian,ece,0.165416962
indian,kl_divergence,1.384896636
indian,expected_correctness,0.396259904
orient,brier_score,0.666528404
orient,cross_entropy,1.554956555
orient,ece,0.226736809
orient,kl_divergence,1.5236727
orient,expected_correctness,0.451417506
queer,brier_score,0.658679724
queer,cross_entropy,1.567942619
queer,ece,0.165704096
queer,kl_divergence,1.495972157
queer,expected_correctness,0.387384772
