term,metric,512
all,brier_score,0.023235481
all,cross_entropy,0.087249756
all,ece,0.012144608
all,kl_divergence,0.085926533
all,expected_correctness,0.987122238
black,brier_score,0.005537781
black,cross_entropy,0.011285859
black,ece,0.002494174
black,kl_divergence,0.009825782
black,expected_correctness,0.993565917
gay,brier_score,0.019414216
gay,cross_entropy,0.091086894
gay,ece,0.009683048
gay,kl_divergence,0.091086723
gay,expected_correctness,0.990267217
indian,brier_score,0.009667974
indian,cross_entropy,0.040985953
indian,ece,0.006724533
indian,kl_divergence,0.038299154
indian,expected_correctness,0.993170679
orient,brier_score,0.091802984
orient,cross_entropy,0.215393737
orient,ece,0.034571765
orient,kl_divergence,0.215393528
orient,expected_correctness,0.941624999
queer,brier_score,0.033264488
queer,cross_entropy,0.114979602
queer,ece,0.01537414
queer,kl_divergence,0.114979409
queer,expected_correctness,0.982077181
