term,metric,256
all,brier_score,0.01987743
all,cross_entropy,0.072193116
all,ece,0.009683259
all,kl_divergence,0.069597423
all,expected_correctness,0.986821532
black,brier_score,0.006613537
black,cross_entropy,0.027647341
black,ece,0.003669066
black,kl_divergence,0.02618726
black,expected_correctness,0.995266259
gay,brier_score,0.004948446
gay,cross_entropy,0.045476545
gay,ece,0.009788635
gay,kl_divergence,0.038613528
gay,expected_correctness,0.994938254
indian,brier_score,0.009729922
indian,cross_entropy,0.0387908
indian,ece,0.006768644
indian,kl_divergence,0.036083013
indian,expected_correctness,0.993116438
orient,brier_score,0.093459912
orient,cross_entropy,0.215680867
orient,ece,0.032915179
orient,kl_divergence,0.215680704
orient,expected_correctness,0.938465893
queer,brier_score,0.002164958
queer,cross_entropy,0.029059296
queer,ece,0.002115369
queer,kl_divergence,0.019193586
queer,expected_correctness,0.993517518
