term,metric,detailed
all,brier_score,0.302680535
all,cross_entropy,0.713101224
all,ece,0.069900363
all,kl_divergence,0.699145241
all,expected_correctness,0.651416945
black,brier_score,0.202233635
black,cross_entropy,0.502041814
black,ece,0.33408909
black,kl_divergence,0.492840745
black,expected_correctness,0.622566306
gay,brier_score,0.356879593
gay,cross_entropy,0.66646943
gay,ece,0.12329945
gay,kl_divergence,0.654721173
gay,expected_correctness,0.57565363
indian,brier_score,0.524937302
indian,cross_entropy,1.008134545
indian,ece,0.385290164
indian,kl_divergence,0.993490591
indian,expected_correctness,0.385433079
orient,brier_score,0.702240832
orient,cross_entropy,1.324360359
orient,ece,0.173146095
orient,kl_divergence,1.303822665
orient,expected_correctness,0.272446629
queer,brier_score,0.764638564
queer,cross_entropy,1.387139145
queer,ece,0.441686485
queer,kl_divergence,1.366752463
queer,expected_correctness,0.294998763
