term,metric,focused
all,brier_score,1.331925913
all,cross_entropy,8.256744986
all,ece,0.521854411
all,kl_divergence,8.228370541
all,expected_correctness,0.03991931
black,brier_score,1.75269238
black,cross_entropy,36.30929979
black,ece,0.856754858
black,kl_divergence,36.30644733
black,expected_correctness,0.079607831
gay,brier_score,1.826219101
gay,cross_entropy,45.49511148
gay,ece,0.902822804
gay,kl_divergence,45.43569898
gay,expected_correctness,0.003997411
indian,brier_score,1.745383277
indian,cross_entropy,37.06040325
indian,ece,0.861630678
indian,kl_divergence,37.03431712
indian,expected_correctness,0.056200222
orient,brier_score,1.702127779
orient,cross_entropy,37.19176886
orient,ece,0.818161563
orient,kl_divergence,37.14752552
orient,expected_correctness,0.039317514
queer,brier_score,1.678975472
queer,cross_entropy,37.43356873
queer,ece,0.823165991
queer,kl_divergence,37.35480217
queer,expected_correctness,0.042361084
