term,metric,detailed
all,brier_score,1.737664607
all,cross_entropy,25.86679111
all,ece,0.851850203
all,kl_divergence,25.84063463
all,expected_correctness,0.070238289
black,brier_score,1.713834611
black,cross_entropy,33.09119532
black,ece,0.831092533
black,kl_divergence,33.08163467
black,expected_correctness,0.084934056
gay,brier_score,1.691410083
gay,cross_entropy,34.13120003
gay,ece,0.812931048
gay,kl_divergence,34.09610402
gay,expected_correctness,0.086872952
indian,brier_score,1.698919512
indian,cross_entropy,28.39138533
indian,ece,0.823486037
indian,kl_divergence,28.35789998
indian,expected_correctness,0.068097989
orient,brier_score,1.674431531
orient,cross_entropy,31.37442044
orient,ece,0.798409375
orient,kl_divergence,31.32017424
orient,expected_correctness,0.067437692
queer,brier_score,1.66680724
queer,cross_entropy,21.8816837
queer,ece,0.808744066
queer,kl_divergence,21.86809257
queer,expected_correctness,0.086680637
