term,metric,focused
all,brier_score,0.837850345
all,cross_entropy,2.56015476
all,ece,0.104029431
all,kl_divergence,2.531780314
all,expected_correctness,0.152365966
black,brier_score,0.267734557
black,cross_entropy,0.780801432
black,ece,0.137387155
black,kl_divergence,0.777948975
black,expected_correctness,0.739496875
gay,brier_score,0.731666693
gay,cross_entropy,1.946418358
gay,ece,0.173291441
gay,kl_divergence,1.887005737
gay,expected_correctness,0.21950357
indian,brier_score,0.696790792
indian,cross_entropy,1.484585133
indian,ece,0.244159518
indian,kl_divergence,1.458498948
indian,expected_correctness,0.278034402
orient,brier_score,0.841400909
orient,cross_entropy,2.185376946
orient,ece,0.166580143
orient,kl_divergence,2.141133508
orient,expected_correctness,0.124710914
queer,brier_score,0.746223727
queer,cross_entropy,1.775648594
queer,ece,0.269332826
queer,kl_divergence,1.696881866
queer,expected_correctness,0.211887188
