term,metric,detailed
all,brier_score,0.038763356
all,cross_entropy,0.123470125
all,ece,0.009956008
all,kl_divergence,0.123470125
all,expected_correctness,0.97015934
black,brier_score,0.018110284
black,cross_entropy,0.053389541
black,ece,0.004118977
black,kl_divergence,0.053389541
black,expected_correctness,0.977918269
gay,brier_score,0.037073314
gay,cross_entropy,0.094260076
gay,ece,0.000144018
gay,kl_divergence,0.094260076
gay,expected_correctness,0.962813383
indian,brier_score,0.031536228
indian,cross_entropy,0.081547304
indian,ece,0.006498534
indian,kl_divergence,0.081547304
indian,expected_correctness,0.962298267
orient,brier_score,0.134286537
orient,cross_entropy,0.265419615
orient,ece,0.023348611
orient,kl_divergence,0.265419615
orient,expected_correctness,0.887121082
queer,brier_score,0.068728205
queer,cross_entropy,0.153286782
queer,ece,0.008979118
queer,kl_divergence,0.153286782
queer,expected_correctness,0.922942146
