term,metric,detailed
all,brier_score,0.865787547
all,cross_entropy,2.046455706
all,ece,0.247975838
all,kl_divergence,2.020299208
all,expected_correctness,0.1344427
black,brier_score,0.745768015
black,cross_entropy,1.467337533
black,ece,0.316354906
black,kl_divergence,1.457776881
black,expected_correctness,0.309466472
gay,brier_score,0.797228722
gay,cross_entropy,1.859722051
gay,ece,0.173983976
gay,kl_divergence,1.824625989
gay,expected_correctness,0.20132334
indian,brier_score,0.852630753
indian,cross_entropy,2.034057789
indian,ece,0.134685471
indian,kl_divergence,2.000572418
indian,expected_correctness,0.134319462
orient,brier_score,0.829513058
orient,cross_entropy,1.998243297
orient,ece,0.142781593
orient,kl_divergence,1.943996994
orient,expected_correctness,0.140562804
queer,brier_score,0.848290698
queer,cross_entropy,1.96787928
queer,ece,0.178287474
queer,kl_divergence,1.954288159
queer,expected_correctness,0.163721511
