term,metric,detailed
all,brier_score,0.921631698
all,cross_entropy,3.251923095
all,ece,0.117077513
all,kl_divergence,3.223548648
all,expected_correctness,0.044199839
black,brier_score,0.69473036
black,cross_entropy,1.69405598
black,ece,0.352227378
black,kl_divergence,1.691203523
black,expected_correctness,0.240982407
gay,brier_score,0.802045441
gay,cross_entropy,2.230877439
gay,ece,0.220446135
gay,kl_divergence,2.171464825
gay,expected_correctness,0.132852301
indian,brier_score,0.800833981
indian,cross_entropy,2.025000042
indian,ece,0.175855727
indian,kl_divergence,1.998913858
indian,expected_correctness,0.145993571
orient,brier_score,0.887822702
orient,cross_entropy,2.461913932
orient,ece,0.128211206
orient,kl_divergence,2.417670499
orient,expected_correctness,0.105796756
queer,brier_score,0.897859251
queer,cross_entropy,2.440901132
queer,ece,0.234391595
queer,kl_divergence,2.362134408
queer,expected_correctness,0.146000393
