term,metric,detailed
all,brier_score,0.80415286
all,cross_entropy,2.441398604
all,ece,0.077250479
all,kl_divergence,2.413024157
all,expected_correctness,0.203681554
black,brier_score,0.266998883
black,cross_entropy,0.829873348
black,ece,0.10045561
black,kl_divergence,0.827020892
black,expected_correctness,0.79738465
gay,brier_score,0.769917778
gay,cross_entropy,2.028301601
gay,ece,0.237004985
gay,kl_divergence,1.968888983
gay,expected_correctness,0.29266447
indian,brier_score,0.679583677
indian,cross_entropy,1.426595184
indian,ece,0.18521965
indian,kl_divergence,1.400509
indian,expected_correctness,0.351253398
orient,brier_score,0.875891163
orient,cross_entropy,2.33227864
orient,ece,0.106269474
orient,kl_divergence,2.288035203
orient,expected_correctness,0.117155927
queer,brier_score,0.690655784
queer,cross_entropy,1.714652173
queer,ece,0.153472845
queer,kl_divergence,1.635885449
queer,expected_correctness,0.296875384
