term,head,hard_hit,confidence_top1,kl_divergence
all,https://w3id.org/caapt/annotations/va-anno#104053825_text,1,0.853283166885376,0.1586638242006302
all,https://w3id.org/caapt/annotations/va-anno#104052095_text,1,0.8277896046638489,0.1889963448047638
all,https://w3id.org/caapt/annotations/va-anno#104051929_text,1,0.851844072341919,0.1603517532348632
all,https://w3id.org/caapt/annotations/va-anno#104051083_text,1,0.8286363482475281,0.1879739016294479
all,https://w3id.org/caapt/annotations/va-anno#104051828_text,1,0.8164619207382202,0.2027749270200729
all,https://w3id.org/caapt/annotations/va-anno#104055385_text,1,0.8266708850860596,0.1903486400842666
all,https://w3id.org/caapt/annotations/va-anno#104056879_text,1,0.8515344262123108,0.1607153266668319
all,https://w3id.org/caapt/annotations/va-anno#104054069_text,1,0.8514806032180786,0.1607785671949386
all,https://w3id.org/caapt/annotations/va-anno#104055366_text,1,0.8432644605636597,0.1704746186733245
all,https://w3id.org/caapt/annotations/va-anno#104051566_text,1,0.8457727432250977,0.1675046235322952
all,https://w3id.org/caapt/annotations/va-anno#104051607_text,1,0.8401731252670288,0.1741472780704498
all,https://w3id.org/caapt/annotations/va-anno#104056393_text,1,0.8339967727661133,0.1815257519483566
all,https://w3id.org/caapt/annotations/va-anno#104051296_text,1,0.8433113098144531,0.1704191267490387
all,https://w3id.org/caapt/annotations/va-anno#104051705_text,1,0.8611958622932434,0.149433359503746
all,https://w3id.org/caapt/annotations/va-anno#104052923_text,1,0.8498716354370117,0.1626699417829513
all,https://w3id.org/caapt/annotations/va-anno#104052006_text,0,0.8386349081993103,1.824085474014282
all,https://w3id.org/caapt/annotations/va-anno#104050511_text,1,0.856486439704895,0.1549168080091476
all,https://w3id.org/caapt/annotations/va-anno#104051546_text,1,0.851212739944458,0.1610931903123855
all,https://w3id.org/caapt/annotations/va-anno#104054477_text,1,0.8368453979492188,0.1781160086393356
all,https://w3id.org/caapt/annotations/va-anno#104054837_text,1,0.8248003125190735,0.1926140338182449
all,https://w3id.org/caapt/annotations/va-anno#104051633_text,1,0.8541949391365051,0.1575958132743835
all,https://w3id.org/caapt/annotations/va-anno#104050671_text,0,0.8513440489768982,1.906120657920837
all,https://w3id.org/caapt/annotations/va-anno#104053924_text,1,0.8366278409957886,0.1783759444952011
