term,metric,detailed
all,brier_score,0.233358103
all,cross_entropy,0.395820725
all,ece,0.003760856
all,kl_divergence,0.395820725
all,expected_correctness,0.769679358
black,brier_score,0.070041258
black,cross_entropy,0.181664801
black,ece,0.09219521
black,kl_divergence,0.181664801
black,expected_correctness,0.859784498
gay,brier_score,0.200952109
gay,cross_entropy,0.353345335
gay,ece,0.027340449
gay,kl_divergence,0.353345335
gay,expected_correctness,0.778915845
indian,brier_score,0.257506593
indian,cross_entropy,0.427313153
indian,ece,0.01863531
indian,kl_divergence,0.427313153
indian,expected_correctness,0.756675538
orient,brier_score,0.466021593
orient,cross_entropy,0.658951304
orient,ece,0.021575149
orient,kl_divergence,0.658951304
orient,expected_correctness,0.541426877
queer,brier_score,0.337037399
queer,cross_entropy,0.519958305
queer,ece,0.000649095
queer,kl_divergence,0.519958305
queer,expected_correctness,0.662812945
