term,metric,focused
all,brier_score,0.233227914
all,cross_entropy,0.395644941
all,ece,0.013753007
all,kl_divergence,0.395644941
all,expected_correctness,0.77714032
black,brier_score,0.070413396
black,cross_entropy,0.182533389
black,ece,0.093167974
black,kl_divergence,0.182533389
black,expected_correctness,0.858862603
gay,brier_score,0.202840819
gay,cross_entropy,0.357121623
gay,ece,0.027959247
gay,kl_divergence,0.357121623
gay,expected_correctness,0.777558296
indian,brier_score,0.2565596
indian,cross_entropy,0.424961457
indian,ece,0.014960084
indian,kl_divergence,0.424961457
indian,expected_correctness,0.754495555
orient,brier_score,0.483659062
orient,cross_entropy,0.676831136
orient,ece,0.104295241
orient,kl_divergence,0.676831136
orient,expected_correctness,0.527428311
queer,brier_score,0.320523277
queer,cross_entropy,0.496978568
queer,ece,0.016213366
queer,kl_divergence,0.496978568
queer,expected_correctness,0.663385121
