term,metric,focused
all,brier_score,0.734181967
all,cross_entropy,1.643346862
all,ece,0.090295845
all,kl_divergence,1.617190365
all,expected_correctness,0.222007358
black,brier_score,0.538854352
black,cross_entropy,1.163556261
black,ece,0.25355922
black,kl_divergence,1.153995611
black,expected_correctness,0.354524105
gay,brier_score,0.718477527
gay,cross_entropy,1.66418283
gay,ece,0.125807189
gay,kl_divergence,1.62908677
gay,expected_correctness,0.237519511
indian,brier_score,0.763729381
indian,cross_entropy,1.687167309
indian,ece,0.11972691
indian,kl_divergence,1.653681938
indian,expected_correctness,0.193089064
orient,brier_score,0.751180811
orient,cross_entropy,1.71641583
orient,ece,0.049210439
orient,kl_divergence,1.66216953
orient,expected_correctness,0.194767451
queer,brier_score,0.783977754
queer,cross_entropy,1.802543827
queer,ece,0.117830608
queer,kl_divergence,1.788952706
queer,expected_correctness,0.189046572
