term,metric,focused
all,brier_score,1.477145244
all,cross_entropy,21.81356249
all,ece,0.72371767
all,kl_divergence,21.79960652
all,expected_correctness,0.2226218
black,brier_score,1.384886197
black,cross_entropy,26.21340618
black,ece,0.678214697
black,kl_divergence,26.20420512
black,expected_correctness,0.274573207
gay,brier_score,1.48907571
gay,cross_entropy,22.3100722
gay,ece,0.721281609
gay,kl_divergence,22.29832394
gay,expected_correctness,0.208522129
indian,brier_score,1.574220719
indian,cross_entropy,25.66498437
indian,ece,0.787945609
indian,kl_divergence,25.65034041
indian,expected_correctness,0.187594169
orient,brier_score,1.60794703
orient,cross_entropy,18.53399148
orient,ece,0.790538149
orient,kl_divergence,18.51345378
orient,expected_correctness,0.130618513
queer,brier_score,1.53800195
queer,cross_entropy,36.24693924
queer,ece,0.754321474
queer,kl_divergence,36.22655257
queer,expected_correctness,0.186721272
