term,metric,focused
all,brier_score,0.57697206
all,cross_entropy,7.089525156
all,ece,0.286152256
all,kl_divergence,7.089525156
all,expected_correctness,0.702553277
black,brier_score,0.228840969
black,cross_entropy,2.8431293
black,ece,0.111562457
black,kl_divergence,2.8431293
black,expected_correctness,0.879244643
gay,brier_score,0.401495592
gay,cross_entropy,6.25894588
gay,ece,0.211889833
gay,kl_divergence,6.25894588
gay,expected_correctness,0.786668406
indian,brier_score,0.688428007
indian,cross_entropy,8.130086227
indian,ece,0.343417012
indian,kl_divergence,8.130086227
indian,expected_correctness,0.641251284
orient,brier_score,0.901342891
orient,cross_entropy,8.577151893
orient,ece,0.451584902
orient,kl_divergence,8.577151893
orient,expected_correctness,0.527108966
queer,brier_score,0.683469838
queer,cross_entropy,11.57065605
queer,ece,0.347955027
queer,kl_divergence,11.57065605
queer,expected_correctness,0.650040987
