term,metric,detailed
all,brier_score,1.267479525
all,cross_entropy,7.266541069
all,ece,0.464949471
all,kl_divergence,7.238166624
all,expected_correctness,0.031890734
black,brier_score,1.786772765
black,cross_entropy,37.66194028
black,ece,0.883107945
black,kl_divergence,37.65908783
black,expected_correctness,0.064304936
gay,brier_score,1.695565094
gay,cross_entropy,32.49240844
gay,ece,0.852236115
gay,kl_divergence,32.43299583
gay,expected_correctness,0.084791188
indian,brier_score,1.728404945
indian,cross_entropy,32.66010362
indian,ece,0.837712666
indian,kl_divergence,32.63401747
indian,expected_correctness,0.05903274
orient,brier_score,1.692406566
orient,cross_entropy,32.23760769
orient,ece,0.808186639
orient,kl_divergence,32.19336428
orient,expected_correctness,0.035854843
queer,brier_score,1.716448994
queer,cross_entropy,34.33878111
queer,ece,0.856313863
queer,kl_divergence,34.26001455
queer,expected_correctness,0.058017214
