term,metric,detailed
all,brier_score,0.834641483
all,cross_entropy,2.541695033
all,ece,0.103554158
all,kl_divergence,2.513320589
all,expected_correctness,0.162249838
black,brier_score,0.263123041
black,cross_entropy,0.768158431
black,ece,0.070089344
black,kl_divergence,0.765305973
black,expected_correctness,0.760429433
gay,brier_score,0.723172806
gay,cross_entropy,1.933365144
gay,ece,0.113482454
gay,kl_divergence,1.873952528
gay,expected_correctness,0.242549293
indian,brier_score,0.685837118
indian,cross_entropy,1.470858202
indian,ece,0.256371835
indian,kl_divergence,1.444772018
indian,expected_correctness,0.285953978
orient,brier_score,0.838504901
orient,cross_entropy,2.172502787
orient,ece,0.092572813
orient,kl_divergence,2.128259351
orient,expected_correctness,0.128201427
queer,brier_score,0.746037443
queer,cross_entropy,1.755557472
queer,ece,0.183998939
queer,kl_divergence,1.676790748
queer,expected_correctness,0.231883596
