term,metric,focused
all,brier_score,0.754526812
all,cross_entropy,1.68602105
all,ece,0.098910549
all,kl_divergence,1.659864552
all,expected_correctness,0.240707466
black,brier_score,0.529677034
black,cross_entropy,1.063887414
black,ece,0.242834745
black,kl_divergence,1.054326763
black,expected_correctness,0.435512096
gay,brier_score,0.831651194
gay,cross_entropy,1.926432948
gay,ece,0.162283459
gay,kl_divergence,1.891336887
gay,expected_correctness,0.188192469
indian,brier_score,0.810456735
indian,cross_entropy,1.845256569
indian,ece,0.074555592
indian,kl_divergence,1.811771198
indian,expected_correctness,0.181603046
orient,brier_score,0.785608226
orient,cross_entropy,1.815547514
orient,ece,0.056677329
orient,kl_divergence,1.761301215
orient,expected_correctness,0.188058957
queer,brier_score,0.845119645
queer,cross_entropy,1.986394571
queer,ece,0.053575459
queer,kl_divergence,1.97280345
queer,expected_correctness,0.14459426
