term,metric,focused
all,brier_score,0.758979385
all,cross_entropy,1.706396427
all,ece,0.23706239
all,kl_divergence,1.68023993
all,expected_correctness,0.206526287
black,brier_score,0.59082584
black,cross_entropy,1.226465822
black,ece,0.45527045
black,kl_divergence,1.216905172
black,expected_correctness,0.335560344
gay,brier_score,0.760967284
gay,cross_entropy,1.781274507
gay,ece,0.2758064
gay,kl_divergence,1.746178448
gay,expected_correctness,0.185336787
indian,brier_score,0.786078313
indian,cross_entropy,1.805806375
indian,ece,0.1582008
indian,kl_divergence,1.772321003
indian,expected_correctness,0.168654646
orient,brier_score,0.774172452
orient,cross_entropy,1.824169725
orient,ece,0.123569237
orient,kl_divergence,1.769923423
orient,expected_correctness,0.167148467
queer,brier_score,0.811989767
queer,cross_entropy,1.889498283
queer,ece,0.16669569
queer,kl_divergence,1.875907162
queer,expected_correctness,0.160799302
