term,metric,detailed
all,brier_score,1.636607751
all,cross_entropy,27.78421553
all,ece,0.793726039
all,kl_divergence,27.75584114
all,expected_correctness,0.092499147
black,brier_score,0.842437492
black,cross_entropy,10.92114283
black,ece,0.390943135
black,kl_divergence,10.91829038
black,expected_correctness,0.547950196
gay,brier_score,1.51526608
gay,cross_entropy,23.44819565
gay,ece,0.74009405
gay,kl_divergence,23.3887831
gay,expected_correctness,0.158562258
indian,brier_score,1.540457438
indian,cross_entropy,19.72962341
indian,ece,0.754569961
indian,kl_divergence,19.70353723
indian,expected_correctness,0.168856616
orient,brier_score,1.580989165
orient,cross_entropy,22.66217898
orient,ece,0.742182289
orient,kl_divergence,22.61793558
orient,expected_correctness,0.08028326
queer,brier_score,1.508123741
queer,cross_entropy,25.79938843
queer,ece,0.768048558
queer,kl_divergence,25.72062181
queer,expected_correctness,0.148851881
