term,metric,focused
all,brier_score,0.329449723
all,cross_entropy,0.727726678
all,ece,0.153635889
all,kl_divergence,0.713770694
all,expected_correctness,0.642038443
black,brier_score,0.059334293
black,cross_entropy,0.186652537
black,ece,0.030892159
black,kl_divergence,0.177451468
black,expected_correctness,0.920806726
gay,brier_score,0.308725343
gay,cross_entropy,0.7035907
gay,ece,0.181933628
gay,kl_divergence,0.691842443
gay,expected_correctness,0.703099383
indian,brier_score,0.309013783
indian,cross_entropy,0.738193983
indian,ece,0.217834628
indian,kl_divergence,0.723550029
indian,expected_correctness,0.687517489
orient,brier_score,0.653586966
orient,cross_entropy,1.220077264
orient,ece,0.143088164
orient,kl_divergence,1.199539569
orient,expected_correctness,0.34811638
queer,brier_score,0.562484232
queer,cross_entropy,1.100569783
queer,ece,0.258402014
queer,kl_divergence,1.080183101
queer,expected_correctness,0.406983751
