term,metric,focused
all,brier_score,0.79169107
all,cross_entropy,1.742833812
all,ece,0.112340923
all,kl_divergence,1.716677314
all,expected_correctness,0.243779262
black,brier_score,0.532503392
black,cross_entropy,1.069805469
black,ece,0.188043765
black,kl_divergence,1.060244819
black,expected_correctness,0.503070773
gay,brier_score,0.799919837
gay,cross_entropy,1.88087033
gay,ece,0.131256192
gay,kl_divergence,1.84577427
gay,expected_correctness,0.233678448
indian,brier_score,0.849553811
indian,cross_entropy,1.880504954
indian,ece,0.154703768
indian,kl_divergence,1.847019583
indian,expected_correctness,0.191270525
orient,brier_score,0.798809504
orient,cross_entropy,1.852661076
orient,ece,0.113074233
orient,kl_divergence,1.798414774
orient,expected_correctness,0.196819193
queer,brier_score,0.807920956
queer,cross_entropy,1.839756593
queer,ece,0.142485189
queer,kl_divergence,1.826165472
queer,expected_correctness,0.206043312
