term,metric,detailed
all,brier_score,0.057719597
all,cross_entropy,0.165410552
all,ece,0.099990661
all,kl_divergence,0.165410552
all,expected_correctness,0.866132529
black,brier_score,0.042304082
black,cross_entropy,0.145200395
black,ece,0.110191726
black,kl_divergence,0.145200395
black,expected_correctness,0.873793783
gay,brier_score,0.057893929
gay,cross_entropy,0.166381507
gay,ece,0.101843109
gay,kl_divergence,0.166381507
gay,expected_correctness,0.864919267
indian,brier_score,0.053020373
indian,cross_entropy,0.159471389
indian,ece,0.10368071
indian,kl_divergence,0.159471389
indian,expected_correctness,0.868133783
orient,brier_score,0.138350757
orient,cross_entropy,0.272853294
orient,ece,0.061451821
orient,kl_divergence,0.272853294
orient,expected_correctness,0.815709145
queer,brier_score,0.08644253
queer,cross_entropy,0.206530805
queer,ece,0.090701697
queer,kl_divergence,0.206530805
queer,expected_correctness,0.846402647
