term,head,hard_hit,confidence_top1,kl_divergence
all,https://w3id.org/caapt/annotations/va-anno#104050393_text,1,0.7082862854003906,0.3449069559574127
all,https://w3id.org/caapt/annotations/va-anno#104054760_text,1,0.7052999138832092,0.3491321504116058
all,https://w3id.org/caapt/annotations/va-anno#104053926_text,1,0.6928611397743225,0.3669256269931793
all,https://w3id.org/caapt/annotations/va-anno#104051325_text,1,0.7073707580566406,0.3462003469467163
all,https://w3id.org/caapt/annotations/va-anno#104051651_text,1,0.7185814380645752,0.3304762840270996
all,https://w3id.org/caapt/annotations/va-anno#104051913_text,1,0.7168757915496826,0.3328527808189392
all,https://w3id.org/caapt/annotations/va-anno#104055140_text,1,0.6849552989006042,0.3784016668796539
all,https://w3id.org/caapt/annotations/va-anno#104052649_text,1,0.7329766750335693,0.3106414079666137
all,https://w3id.org/caapt/annotations/va-anno#104050372_text,1,0.715340256690979,0.3349970281124115
all,https://w3id.org/caapt/annotations/va-anno#104052304_text,0,0.7200981378555298,1.273316264152527
all,https://w3id.org/caapt/annotations/va-anno#104056758_text,1,0.7205105423927307,0.3277952373027801
all,https://w3id.org/caapt/annotations/va-anno#104051702_text,1,0.7167902588844299,0.3329720795154571
all,https://w3id.org/caapt/annotations/va-anno#104050315_text,0,0.7228991985321045,1.283373832702637
all,https://w3id.org/caapt/annotations/va-anno#104051522_text,1,0.6983270049095154,0.3590678572654724
all,https://w3id.org/caapt/annotations/va-anno#104055097_text,1,0.6891939640045166,0.3722324967384338
all,https://w3id.org/caapt/annotations/va-anno#104052244_text,0,0.6924059987068176,1.178974628448486
all,https://w3id.org/caapt/annotations/va-anno#104056606_text,1,0.7332547307014465,0.3102622032165527
all,https://w3id.org/caapt/annotations/va-anno#104051311_text,1,0.7191829085350037,0.3296396136283874
all,https://w3id.org/caapt/annotations/va-anno#104050624_text,0,0.7172641158103943,1.263242125511169
all,https://w3id.org/caapt/annotations/va-anno#104052239_text,1,0.7074341177940369,0.3461107909679413
all,https://w3id.org/caapt/annotations/va-anno#104051484_text,1,0.7089996933937073,0.3439001739025116
all,https://w3id.org/caapt/annotations/va-anno#104052579_text,1,0.7099178433418274,0.3426060080528259
all,https://w3id.org/caapt/annotations/va-anno#104052186_text,0,0.7082287669181824,1.231785178184509
all,https://w3id.org/caapt/annotations/va-anno#104053656_text,1,0.6897043585777283,0.3714922368526459
all,https://w3id.org/caapt/annotations/va-anno#104054968_text,1,0.7185232639312744,0.3305572271347046
all,https://w3id.org/caapt/annotations/va-anno#104052315_text,1,0.725344181060791,0.3211090564727783
all,https://w3id.org/caapt/annotations/va-anno#104055722_text,1,0.7152420878410339,0.3351342380046844
all,https://w3id.org/caapt/annotations/va-anno#104053814_text,1,0.7191126346588135,0.3297373354434967
all,https://w3id.org/caapt/annotations/va-anno#104055366_text,1,0.6834127902984619,0.3806561827659607
all,https://w3id.org/caapt/annotations/va-anno#104050258_text,1,0.7243177890777588,0.3225250840187073
all,https://w3id.org/caapt/annotations/va-anno#104052189_text,1,0.6931695938110352,0.3664805889129638
all,https://w3id.org/caapt/annotations/va-anno#104054276_text,0,0.724972665309906,1.290884852409363
all,https://w3id.org/caapt/annotations/va-anno#104056904_text,1,0.7253045439720154,0.3211636841297149
all,https://w3id.org/caapt/annotations/va-anno#104051354_text,1,0.7075987458229065,0.3458780646324157
all,https://w3id.org/caapt/annotations/va-anno#104051929_text,1,0.714155912399292,0.3366540074348449
all,https://w3id.org/caapt/annotations/va-anno#104050386_text,1,0.7024463415145874,0.3531862497329712
all,https://w3id.org/caapt/annotations/va-anno#104051788_text,1,0.6954140663146973,0.3632478415966034
all,https://w3id.org/caapt/annotations/va-anno#104051400_text,0,0.70741868019104,1.229012846946716
all,https://w3id.org/caapt/annotations/va-anno#104052442_text,1,0.7192026376724243,0.3296121656894684
all,https://w3id.org/caapt/annotations/va-anno#104051610_text,1,0.6858261227607727,0.3771311640739441
all,https://w3id.org/caapt/annotations/va-anno#104053940_text,1,0.7114543914794922,0.3404440283775329
all,https://w3id.org/caapt/annotations/va-anno#104055344_text,1,0.7149251699447632,0.3355773985385895
all,https://w3id.org/caapt/annotations/va-anno#104056084_text,0,0.6836495399475098,1.150904655456543
all,https://w3id.org/caapt/annotations/va-anno#104051811_text,1,0.700003981590271,0.3566692173480987
all,https://w3id.org/caapt/annotations/va-anno#104051291_text,1,0.7104907631874084,0.3417993485927582
all,https://w3id.org/caapt/annotations/va-anno#104053175_text,1,0.7119525074958801,0.3397440910339355
all,https://w3id.org/caapt/annotations/va-anno#104050657_text,0,0.7064452171325684,1.225690960884094
all,https://w3id.org/caapt/annotations/va-anno#104054398_text,1,0.7177557349205017,0.3316260576248169
all,https://w3id.org/caapt/annotations/va-anno#104052264_text,1,0.7114503979682922,0.3404496312141418
all,https://w3id.org/caapt/annotations/va-anno#104052151_text,1,0.6896252036094666,0.3716070055961609
all,https://w3id.org/caapt/annotations/va-anno#104056444_text,1,0.7006585597991943,0.3557345867156982
all,https://w3id.org/caapt/annotations/va-anno#104051541_text,1,0.7291322946548462,0.3159000873565674
all,https://w3id.org/caapt/annotations/va-anno#104051696_text,1,0.7167650461196899,0.3330071866512298
all,https://w3id.org/caapt/annotations/va-anno#104056588_text,1,0.7034379839897156,0.3517756164073944
all,https://w3id.org/caapt/annotations/va-anno#104053003_text,1,0.7189950346946716,0.3299008905887604
all,https://w3id.org/caapt/annotations/va-anno#104056823_text,1,0.7162787318229675,0.3336859047412872
all,https://w3id.org/caapt/annotations/va-anno#104053064_text,0,0.7045643925666809,1.219304323196411
all,https://w3id.org/caapt/annotations/va-anno#104052288_text,1,0.7324070930480957,0.3114188313484192
all,https://w3id.org/caapt/annotations/va-anno#104056816_text,1,0.7333871126174927,0.3100816607475281
all,https://w3id.org/caapt/annotations/va-anno#104050349_text,0,0.692642331123352,1.179743051528931
