term,metric,detailed
all,brier_score,0.746790554
all,cross_entropy,1.655640984
all,ece,0.179155657
all,kl_divergence,1.629484486
all,expected_correctness,0.226924932
black,brier_score,0.546710229
black,cross_entropy,1.098582456
black,ece,0.225116057
black,kl_divergence,1.089021805
black,expected_correctness,0.433960532
gay,brier_score,0.751262393
gay,cross_entropy,1.729154401
gay,ece,0.0331106
gay,kl_divergence,1.694058341
gay,expected_correctness,0.223988965
indian,brier_score,0.791742884
indian,cross_entropy,1.773421461
indian,ece,0.095823904
indian,kl_divergence,1.739936091
indian,expected_correctness,0.179604857
orient,brier_score,0.779448395
orient,cross_entropy,1.802227775
orient,ece,0.114686407
orient,kl_divergence,1.747981474
orient,expected_correctness,0.176252581
queer,brier_score,0.829431682
queer,cross_entropy,1.90244685
queer,ece,0.078286972
queer,kl_divergence,1.888855728
queer,expected_correctness,0.1722545
