term,metric,focused
all,brier_score,1.021771461
all,cross_entropy,13.47282504
all,ece,0.509410194
all,kl_divergence,13.47282504
all,expected_correctness,0.478710615
black,brier_score,1.05822679
black,cross_entropy,15.26127847
black,ece,0.533453092
black,kl_divergence,15.26127847
black,expected_correctness,0.458999965
gay,brier_score,0.883709
gay,cross_entropy,14.90798545
gay,ece,0.443874009
gay,kl_divergence,14.90798545
gay,expected_correctness,0.551789406
indian,brier_score,0.908521879
indian,cross_entropy,11.28717897
indian,ece,0.458432207
indian,kl_divergence,11.28717897
indian,expected_correctness,0.538607812
orient,brier_score,1.182942026
orient,cross_entropy,14.90563475
orient,ece,0.583585658
orient,kl_divergence,14.90563475
orient,expected_correctness,0.388226327
queer,brier_score,0.70916341
queer,cross_entropy,11.99602379
queer,ece,0.355779776
queer,kl_divergence,11.99602379
queer,expected_correctness,0.621523428
