term,metric,detailed
all,brier_score,0.310340514
all,cross_entropy,0.672348141
all,ece,0.078935469
all,kl_divergence,0.658392157
all,expected_correctness,0.66380917
black,brier_score,0.053429828
black,cross_entropy,0.190755806
black,ece,0.03985542
black,kl_divergence,0.181554737
black,expected_correctness,0.916147021
gay,brier_score,0.291844331
gay,cross_entropy,0.652930588
gay,ece,0.107165757
gay,kl_divergence,0.641182331
gay,expected_correctness,0.672276752
indian,brier_score,0.31775573
indian,cross_entropy,0.693585626
indian,ece,0.287429623
indian,kl_divergence,0.678941672
indian,expected_correctness,0.580226211
orient,brier_score,0.643068605
orient,cross_entropy,1.212819958
orient,ece,0.13755453
orient,kl_divergence,1.192282264
orient,expected_correctness,0.317944926
queer,brier_score,0.446052535
queer,cross_entropy,0.895904905
queer,ece,0.205526898
queer,kl_divergence,0.875518223
queer,expected_correctness,0.511732132
