term,metric,focused
all,brier_score,
all,cross_entropy,
all,ece,
all,kl_divergence,
all,expected_correctness,
black,brier_score,0.088630006
black,cross_entropy,0.344595909
black,ece,0.048063058
black,kl_divergence,0.344595909
black,expected_correctness,0.950255743
gay,brier_score,0.390151431
gay,cross_entropy,1.420821709
gay,ece,0.211704955
gay,kl_divergence,1.420821709
gay,expected_correctness,0.758975985
indian,brier_score,0.374531648
indian,cross_entropy,1.212557987
indian,ece,0.176217943
indian,kl_divergence,1.212557987
indian,expected_correctness,0.755252324
orient,brier_score,0.730175632
orient,cross_entropy,1.536800249
orient,ece,0.393646884
orient,kl_divergence,1.536800249
orient,expected_correctness,0.552299075
queer,brier_score,0.614049112
queer,cross_entropy,2.218250908
queer,ece,0.318317117
queer,kl_divergence,2.218250908
queer,expected_correctness,0.670707214
