term,metric,focused
all,brier_score,0.334716423
all,cross_entropy,0.720554772
all,ece,0.276140907
all,kl_divergence,0.706598788
all,expected_correctness,0.576044273
black,brier_score,0.053858819
black,cross_entropy,0.195235797
black,ece,0.042475195
black,kl_divergence,0.186034729
black,expected_correctness,0.914006758
gay,brier_score,0.278034818
gay,cross_entropy,0.605405238
gay,ece,0.088143331
gay,kl_divergence,0.593656981
gay,expected_correctness,0.698413635
indian,brier_score,0.296625155
indian,cross_entropy,0.648777417
indian,ece,0.036803037
indian,kl_divergence,0.634133463
indian,expected_correctness,0.688890726
orient,brier_score,0.642101592
orient,cross_entropy,1.211438641
orient,ece,0.147485569
orient,kl_divergence,1.190900946
orient,expected_correctness,0.316119776
queer,brier_score,0.453078079
queer,cross_entropy,0.908694557
queer,ece,0.326204282
queer,kl_divergence,0.888307874
queer,expected_correctness,0.475054194
