term,metric,focused
all,brier_score,0.858650961
all,cross_entropy,2.079731138
all,ece,0.034028899
all,kl_divergence,2.05357464
all,expected_correctness,0.125381874
black,brier_score,0.836392928
black,cross_entropy,1.834386259
black,ece,0.44161022
black,kl_divergence,1.824825608
black,expected_correctness,0.167061533
gay,brier_score,0.863412847
gay,cross_entropy,2.066567613
gay,ece,0.275954501
gay,kl_divergence,2.031471555
gay,expected_correctness,0.133395833
indian,brier_score,0.852810675
indian,cross_entropy,2.08243527
indian,ece,0.041616339
indian,kl_divergence,2.048949899
indian,expected_correctness,0.124703787
orient,brier_score,0.835750413
orient,cross_entropy,2.07285094
orient,ece,0.043805795
orient,kl_divergence,2.018604639
orient,expected_correctness,0.125986725
queer,brier_score,0.869422218
queer,cross_entropy,2.064948124
queer,ece,0.112128703
queer,kl_divergence,2.051357003
queer,expected_correctness,0.131806849
