term,metric,detailed
all,brier_score,1.08150902
all,cross_entropy,3.862043159
all,ece,0.254582999
all,kl_divergence,3.833668713
all,expected_correctness,0.03067555
black,brier_score,0.935403456
black,cross_entropy,2.772274885
black,ece,0.180026771
black,kl_divergence,2.769422427
black,expected_correctness,0.062519823
gay,brier_score,0.731027626
gay,cross_entropy,2.015918568
gay,ece,0.130244605
gay,kl_divergence,1.956505951
gay,expected_correctness,0.233227273
indian,brier_score,0.768868159
indian,cross_entropy,1.612215818
indian,ece,0.258791144
indian,kl_divergence,1.586129635
indian,expected_correctness,0.261196942
orient,brier_score,0.879764496
orient,cross_entropy,2.34308281
orient,ece,0.144080735
orient,kl_divergence,2.298839373
orient,expected_correctness,0.106686418
queer,brier_score,0.749153204
queer,cross_entropy,1.756051253
queer,ece,0.203051136
queer,kl_divergence,1.677284526
queer,expected_correctness,0.246476585
