term,metric,focused
all,brier_score,0.239772011
all,cross_entropy,0.408526841
all,ece,0.031167343
all,kl_divergence,0.408526841
all,expected_correctness,0.757193363
black,brier_score,0.051830679
black,cross_entropy,0.125943391
black,ece,0.038687108
black,kl_divergence,0.125943391
black,expected_correctness,0.923330749
gay,brier_score,0.309467451
gay,cross_entropy,0.527373676
gay,ece,0.196147531
gay,kl_divergence,0.527373676
gay,expected_correctness,0.711660503
indian,brier_score,0.275914012
indian,cross_entropy,0.447276391
indian,ece,0.075261177
indian,kl_divergence,0.447276391
indian,expected_correctness,0.709382872
orient,brier_score,0.42532978
orient,cross_entropy,0.612509585
orient,ece,0.069228781
orient,kl_divergence,0.612509585
orient,expected_correctness,0.567362606
queer,brier_score,0.401090782
queer,cross_entropy,0.624443985
queer,ece,0.131240032
queer,kl_divergence,0.624443985
queer,expected_correctness,0.652599003
