term,metric,focused
all,brier_score,0.86358895
all,cross_entropy,2.727089069
all,ece,0.084801067
all,kl_divergence,2.698714623
all,expected_correctness,0.152571242
black,brier_score,0.276077134
black,cross_entropy,0.817048634
black,ece,0.098007716
black,kl_divergence,0.814196177
black,expected_correctness,0.757422805
gay,brier_score,0.741551272
gay,cross_entropy,2.079930138
gay,ece,0.142765156
gay,kl_divergence,2.020517523
gay,expected_correctness,0.251186685
indian,brier_score,0.73438785
indian,cross_entropy,1.510248746
indian,ece,0.207364156
indian,kl_divergence,1.484162562
indian,expected_correctness,0.310874521
orient,brier_score,0.875478253
orient,cross_entropy,2.253273751
orient,ece,0.170975998
orient,kl_divergence,2.209030313
orient,expected_correctness,0.137530273
queer,brier_score,0.833619147
queer,cross_entropy,1.92021367
queer,ece,0.291500751
queer,kl_divergence,1.841446947
queer,expected_correctness,0.236999645
