term,metric,focused
all,brier_score,0.749864252
all,cross_entropy,8.239789343
all,ece,0.370819574
all,kl_divergence,8.225833378
all,expected_correctness,0.596842642
black,brier_score,0.392589778
black,cross_entropy,4.089670739
black,ece,0.193093098
black,kl_divergence,4.080469676
black,expected_correctness,0.785356105
gay,brier_score,1.290064831
gay,cross_entropy,17.35347636
gay,ece,0.65101454
gay,kl_divergence,17.34172813
gay,expected_correctness,0.330552752
indian,brier_score,0.807368953
indian,cross_entropy,8.872932295
indian,ece,0.393541663
indian,kl_divergence,8.858288348
indian,expected_correctness,0.568756272
orient,brier_score,1.487127548
orient,cross_entropy,16.95960249
orient,ece,0.743087236
orient,kl_divergence,16.93906482
orient,expected_correctness,0.200809398
queer,brier_score,1.294959359
queer,cross_entropy,14.62081932
queer,ece,0.617009003
queer,kl_divergence,14.60043265
queer,expected_correctness,0.298406008
